,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,Codigo
5327,2,37.0,2.8432432432432435,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.92,F,21.0,INSTITUCIÓN EDUCATIVA SIMÓN BOLÍVAR - ARAUCA,244,49,SI,66217508
5328,3,48.0,3.127083333333333,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.83,M,20.0,INSTITUCION EDUCATIVA SILVINO RODRIGUEZ,226,47,NO,66217509
5329,8,130.0,3.5392307692307696,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.88,M,23.0,COLEGIO COLOMBO BRITANICO - TUNJA,261,54,NO,66217511
5330,7,160.0,3.65,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.09,M,22.0,COLEGIO SEMINARIO DIOCESANO,312,63,NO,66217512
5331,5,56.0,2.9339285714285714,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.2,F,27.0,COLEGIO ALEJANDRO DE HUMBOLDT,285,37,NO,66217513
5332,4,45.0,2.6222222222222222,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.75,M,24.0,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,245,50,NO,66217514
5333,3,53.0,3.4132075471698107,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.57,F,23.0,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,271,53,NO,66217515
5334,8,165.0,3.7078787878787876,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.5,F,32.0,IE ACAD DE PAIPA,257,50,NO,66217516
5335,1,19.0,2.9263157894736844,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.93,F,24.0,INSTITUCIÓN EDUCATIVA CAMILO TORRES-GRANADA,307,44,SI,66218001
5336,1,21.0,3.4095238095238094,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.41,F,21.0,INSTITUCIÓN EDUCATIVA JUAN JACOBO ROUSEAU,298,59,SI,66218002
5337,6,121.0,3.3421487603305784,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.93,F,22.0,INSTITUCIÓN EDUCATIVA INEM JOSE EUSTACIO RIVERA,277,55,NO,66218004
5338,2,38.0,2.5842105263157897,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.39,M,22.0,IE LUIS HERNANDEZ VARGAS,280,53,NO,66218005
5339,1,19.0,1.7315789473684209,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.73,F,21.0,INST DE SERVICOS ACADEMICOS- IDESA-NEIVA,234,45,SI,66218006
5340,1,21.0,0.3,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,0.3,F,21.0,COLEGIO GUILLERMO LEON VALENCIA,304,60,SI,66218007
5341,6,97.0,3.4453608247422687,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.86,F,22.0,COLEGIO MILITAR CORONEL JUAN JOSE RONDON,250,49,NO,66218009
5342,1,15.0,1.0799999999999998,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.08,M,21.0,COLEGIO CAMILO TORRES PARA JOVENES Y ADULTOS-SAN GIL,212,41,SI,66218010
5343,6,151.0,3.757615894039735,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.11,F,19.0,IE ESTEBAN ROJAS TOVAR,260,51,NO,66218011
5344,4,62.0,3.133870967741936,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.45,F,20.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,264,54,NO,66218501
5345,1,21.0,2.804761904761905,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.8,F,20.0,IE CENTRO SOCIAL,202,42,NO,66218502
5346,5,112.0,3.5875,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.84,F,20.0,COL COOP CAMPESTRE-RIVERA,300,60,NO,66218503
5347,5,100.0,3.3819999999999997,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.8,F,21.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,234,47,NO,66218505
5348,5,105.0,3.280952380952381,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.61,F,21.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,274,54,NO,66218506
5349,2,31.0,3.2774193548387096,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.44,F,23.0,I.E.M. MERCEDARIO-PASTO,260,52,NO,66218507
5350,5,98.0,2.9673469387755103,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.35,F,20.0,INST TEC EMPRESARIAL,276,55,NO,66218508
5351,2,40.0,2.575,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.62,F,26.0,IE EL PARAISO,261,54,NO,66219001
5352,4,78.0,3.6871794871794874,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.75,F,19.0,INSTITUCION EDUCATIVA CENTRO SOCIAL,233,47,NO,66219002
5353,2,27.0,3.8259259259259255,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.8,F,28.0,IE MARIA AUXILIADORA,53,53,NO,66219003
5354,4,65.0,3.3138461538461534,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.83,F,22.0,COLEGIO SALESIANO DUITAMA,268,54,NO,66219004
5355,4,96.0,3.9822916666666663,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.24,F,20.0,INSTITUCIÓN EDUCATIVA MARÍA INMACULADA-FONSECA,291,58,NO,66219005
5356,2,37.0,1.8729729729729734,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.53,F,24.0,INSTITUCIÓN EDUCATIVA GUSTAVO ROJAS PINILLA,228,45,NO,66219006
5357,4,80.0,3.50375,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.46,F,19.0,INSTITUCIÓN EDUCATIVA INTEGRADO JOAQUÍN GONZÁLEZ CAMARGO,276,54,NO,66219007
5358,4,104.0,3.6298076923076925,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.7,M,26.0,I.E. SAN PEDRO CLAVER - CHITARRAQUE,352,51,NO,66219008
5359,4,77.0,3.6818181818181817,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.78,F,19.0,COLEGIO FRAY ARTURO AYALA,292,56,NO,66219009
5360,1,21.0,3.3761904761904757,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.38,M,20.0,IE TECNICA DE MONGUI,264,52,NO,66219011
5361,4,66.0,3.2969696969696973,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.82,F,18.0,I.E. SAGRADA FAMILIA MAFALDA-PAIPA,264,53,NO,66219012
5362,4,86.0,3.4220930232558135,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.75,F,19.0,"COL MARIA INMACULADA-BOGOTÁ, D.C.",288,59,NO,66219013
5363,4,100.0,3.693,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.94,M,24.0,INSTITUTO TECNICO AGROPECUARIO,233,45,NO,66219014
5365,4,65.0,3.1661538461538465,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.91,M,21.0,COLEGIO COMFIAR-ARAUCA,269,51,NO,66219016
5366,1,21.0,0.7,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,0.7,M,20.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL FROILÁN FARÍAS,298,60,NO,66219018
5367,3,69.0,4.104347826086957,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.0,F,20.0,"INSTITUCIÓN EDUCATIVA POLITÉCNICO ""ALVAR GONZÁLEZ SANTANA""",336,66,NO,66219501
5368,1,21.0,0.36190476190476195,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,0.36,F,21.0,IE EL PARAISO,207,42,NO,66219502
5369,2,37.0,3.437837837837838,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.27,F,22.0,INST EDUCATIVA ALONSO CARVAJAL PERALTA,227,46,NO,66219503
5370,2,38.0,3.1789473684210527,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.05,F,21.0,LICEO ANGLO AMERICANO,236,47,NO,66219504
5371,3,53.0,3.7830188679245285,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.1,F,20.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,270,55,NO,66219505
5372,3,50.0,3.1179999999999994,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.63,F,20.0,INSTITUCIÓN EDUCATIVA TÉCNICO ALEJANDRO DE HUMBOLDT,242,48,NO,66219506
5373,1,21.0,1.7952380952380953,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.8,F,20.0,IE FRANCISCO DE PAULA SANTANDER-VENTAQUEMADA,284,55,NO,66219507
5374,3,69.0,3.752173913043478,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.82,F,20.0,COLEGIO CORPORACION SANTO DOMINGO,288,57,NO,66219511
5375,2,40.0,3.5149999999999997,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.37,M,18.0,IE GILBERTO ALZATE AVENDAÑO-CAICEDONIA,201,39,NO,66220001
5376,2,40.0,4.277499999999999,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.27,F,18.0,I.E. JESUS MARIA AGUIRRE CHARRY-AIPE,260,52,NO,66220002
5377,2,40.0,3.335,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.19,F,19.0,COLEGIO INTEGRADO PEDRO SANTOS-PINCHOTE,195,40,NO,66220003
5378,2,40.0,3.7525,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.76,F,20.0,COLEGIO GUILLERMO LEON VALENCIA,242,48,NO,66220004
5379,2,40.0,3.6925,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.58,F,18.0,COLEGIO GUILLERMO LEON VALENCIA,283,55,NO,66220005
5380,2,40.0,4.135,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.22,F,18.0,COLEGIO NACIONAL UNIVERTARIO,345,68,NO,66220006
5381,1,21.0,3.7952380952380946,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.8,F,19.0,COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS,277,54,NO,66220007
5382,2,40.0,4.165,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.15,F,18.0,IE ESTEBAN ROJAS TOVAR,304,61,NO,66220008
5383,2,40.0,3.54,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.57,F,21.0,INSTITUCIÓN EDUCATIVA LUCILA PIRAGAUTA,235,46,NO,66220009
5384,2,40.0,3.9200000000000004,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.96,F,19.0,COLEGIO NACIONALIZADO LA PRESENTACION,305,60,NO,66220011
5385,2,40.0,3.7400000000000007,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.73,M,19.0,INSTITUTO TECNICO INDUSTRIAL PILOTO,324,65,NO,66220012
5386,2,40.0,3.6474999999999995,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.64,F,19.0,INSTITUTO TECNICO INDUSTRIAL,276,55,NO,66220013
5387,2,40.0,3.5125,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.38,F,17.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,256,53,NO,66220014
5388,2,38.0,2.3289473684210527,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.67,F,21.0,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,261,52,NO,66220015
5389,2,40.0,3.6075000000000004,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.55,F,20.0,COLEGIO SALESIANO MALDONADO,330,65,NO,66220016
5390,1,21.0,3.104761904761905,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.1,M,19.0,INSTITUCIÓN EDUCATIVA SAN AGUSTÍN,230,46,NO,66220017
5391,1,10.0,2.83,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.83,F,20.0,ESCUELA DE POLICIA RAFAEL REYES,307,61,NO,66220018
5392,1,23.0,4.086956521739129,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.09,F,18.0,IE EUGENIO FERRO FALLA-CAMPOALEGRE,271,54,NO,66220501
5393,9,116.0,3.1534482758620688,18,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.98,F,28.0,I.E.T. ALEJANDRO DE HUMBOLDT,317,45,SI,66312001
5394,9,176.0,3.8022727272727277,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.7,F,27.0,I.E. NICOLAS CUERVO Y ROJAS,44,47,NO,66312003
5395,8,176.0,3.9187499999999997,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.89,M,24.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,419,58,NO,66312004
5396,10,196.0,3.3346938775510204,6,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,0.0,F,29.0,IE CAMILO TORRES RESTREPO - MANÍ,46,48,NO,66312005
5397,11,190.0,3.4536842105263155,6,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.55,F,22.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,300,41,NO,66312006
5398,10,188.0,3.5531914893617023,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.7,F,22.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,315,40,NO,66312007
5399,8,167.0,3.6455089820359277,3,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.45,F,25.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,413,50,SI,66312009
5400,2,37.0,3.183783783783784,5,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.23,F,26.0,IE RAFAEL BERNAL JIMENEZ,271,38,SI,66312010
5401,10,185.0,3.641621621621621,3,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.85,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,331,49,NO,66312011
5402,7,112.0,3.1276785714285715,16,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.91,F,26.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TIERRA DE PROMISIÓN,271,40,SI,66312012
5403,11,183.0,3.4644808743169406,3,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.7,F,35.0,I.E. SILVINO RODRIGUEZ,359,41,NO,66312013
5404,9,178.0,3.625842696629214,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.79,F,21.0,IE NORMAL SUPERIOR LA PRESENTACION,392,53,NO,66312014
5405,12,218.0,3.324770642201835,12,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.7,F,23.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,346,33,NO,66312015
5406,11,192.0,3.452083333333334,7,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.8,F,24.0,IE FRANCISCO DE PAULA SANTANDER,305,38,NO,66312016
5407,10,176.0,3.2482954545454557,10,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.24,F,28.0,COLEGIO SALESIANO,314,44,SI,66312017
5408,12,210.0,3.2914285714285705,12,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.7,F,24.0,IE TECNICA RAMON IGNACIO AVELLA,44,46,NO,66312501
5409,12,208.0,3.414423076923077,9,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.78,F,25.0,I.E.COLEGIO LA NUEVA FAMILIA,44,44,NO,66312502
5410,11,205.0,3.4458536585365853,8,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.8,F,24.0,COLEGIO CORPORACION SANTO DOMINGO,45,45,NO,66312505
5411,0,19.0,0.0,8,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,0.0,F,28.0,I.E. NUESTRA SEÑORA DE LA ANTIGUA,279,38,SI,66312506
5412,11,202.0,3.4742574257425733,11,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.13,F,26.0,I.E. JUAN JOSE REYES PATRIA,287,44,NO,66312507
5413,1,19.0,2.9210526315789473,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.92,F,27.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,313,45,SI,66312509
5414,10,191.0,3.6157068062827222,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.78,F,24.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,42,38,NO,66312511
5415,12,189.0,3.2100529100529096,15,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.32,F,25.0,INSTITUTO DE BACHILLERATO TECNICO INDUSTRIAL Y MINERO,43,45,NO,66313001
5416,7,112.0,3.0,17,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.5,F,28.0,IE ANTONIO RICAURTE-SANTANA,291,73,SI,66313002
5417,1,19.0,2.9368421052631573,3,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.94,F,25.0,COL. NUESTRA SEÑORA DE FÁTIMA,291,43,SI,66313003
5418,4,77.0,2.8870129870129873,13,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,1.58,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,48,47,SI,66313004
5419,9,188.0,3.603191489361702,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.62,F,21.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,46,46,NO,66313005
5420,14,230.0,3.167391304347827,22,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.78,F,25.0,COLEGIO COOPERATIVO GONZÁLO SUÁREZ RENDÓN,43,42,NO,66313007
5421,1,47.0,3.2574468085106383,5,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.26,F,30.0,INSTITUTO ORIENTAL FEMENINO,44,45,SI,66313008
5422,9,126.0,2.577777777777778,28,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.5,F,26.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO,272,42,SI,66313009
5423,12,175.0,3.330285714285714,11,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.48,F,25.0,I.E. PLINIO MENDOZA NEIRA,41,37,NO,66313010
5424,9,176.0,3.8744318181818174,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.7,F,27.0,COLEGIO DE BOYACÁ,52,51,NO,66313011
5425,9,127.0,3.1251968503937007,17,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.13,F,35.0,INST FERRINI - SEDE CENTRO,375,43,SI,66313012
5426,1,19.0,0.09473684210526315,8,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,0.09,F,27.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,282,40,SI,66313013
5427,15,200.0,3.1145,22,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.14,F,26.0,IE SAN AGUSTIN,36,38,NO,66313014
5428,12,217.0,3.2124423963133637,17,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.86,M,26.0,INSTITUCIÓN EDUCATIVA TÉCNICA PEDRO JOSÉ SARMIENTO,55,52,NO,66313015
5429,4,54.0,2.772222222222222,12,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.72,F,27.0,CENTRO EDUCATIVO SAN AGUSTIN,43,46,SI,66313016
5430,3,42.0,2.3,12,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,0.6,F,33.0,GIMNASIO GRAN COLOMBIANO,41,42,SI,66313017
5431,0,19.0,0.0,8,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,0.0,F,26.0,I.E. NICOLAS CUERVO Y ROJAS,45,41,SI,66313018
5432,4,48.0,2.297916666666666,13,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.75,F,25.0,IE TECNICA NACIONALIZADA DE SAMACA,267,38,SI,66313019
5433,9,176.0,3.5738636363636362,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.78,F,21.0,INSTITUCIÓN EDUCATIVA JULIUS SIEBER,374,49,NO,66313502
5434,9,160.0,3.496249999999999,7,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.71,F,26.0,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,263,37,SI,66313504
5435,8,176.0,3.980113636363637,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.98,F,21.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,52,54,NO,66313505
5436,13,162.0,3.361111111111111,10,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.92,F,28.0,COLEGIO UNIVERSITARIO,293,43,NO,66313507
5437,8,176.0,3.866477272727273,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.03,F,24.0,INSTITUCION EDUCATIVA DEPARTAMENTAL AGUSTIN PARRA,42,44,NO,66313508
5438,14,209.0,3.3033492822966513,14,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.92,F,27.0,I.E. EL ROSARIO - FLORENCIA,42,42,NO,66313509
5439,8,148.0,3.083108108108108,15,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.28,M,27.0,COLEGIO MAYOR LEON XIII,53,52,SI,66313510
5440,3,58.0,3.501724137931035,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.26,M,32.0,I.E. TEC IND ANTONIO RICAURTE,332,48,SI,66313511
5442,10,156.0,3.16474358974359,17,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.08,F,27.0,INSTITUCIÓN EDUCATIVA ALFONSO VANEGAS SIERRA,318,155,NO,66314001
5443,12,203.0,3.475369458128079,6,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.6,F,23.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,319,148,NO,66314002
5444,9,181.0,3.5685082872928175,3,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.43,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,46,46,NO,66314003
5445,11,212.0,3.2632075471698117,16,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.87,M,30.0,INST COLOMBIANO MAXIMO GORKI,283,30,NO,66314004
5446,8,143.0,3.097202797202797,20,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.17,M,23.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,53,49,SI,66314005
5447,11,201.0,3.5064676616915422,9,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.7,F,22.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,278,115,NO,66314006
5448,8,176.0,3.527840909090908,1,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.09,F,24.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,358,49,NO,66314008
5449,4,48.0,2.620833333333333,9,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,1.66,F,26.0,IE CENTRO SOCIAL,42,44,SI,66314010
5450,2,32.0,2.703125,7,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,2.25,F,26.0,I.E. SILVINO RODRIGUEZ,242,43,SI,66314011
5451,10,178.0,3.7646067415730333,2,FACULTAD DE CIENCIAS DE LA SALUD,TERAPIA RESPIRATORIA,3.08,F,25.0,INSTITUTO TECNICO GONZALO SUAREZ RENDON,347,53,NO,66314013
